Design,Frequency,chipfinish_Cell_Area,chipfinish_Fast_Power,chipfinish_Fast_WNS,chipfinish_Slow_Power,chipfinish_Slow_WNS,chipfinish_Typical_Power,chipfinish_Typical_WNS,cts_Cell_Area,cts_Fast_Power,cts_Fast_WNS,cts_Slow_Power,cts_Slow_WNS,cts_Typical_Power,cts_Typical_WNS,floorplan_Cell_Area,floorplan_Fast_Power,floorplan_Fast_WNS,floorplan_Slow_Power,floorplan_Slow_WNS,floorplan_Typical_Power,floorplan_Typical_WNS,placement_Cell_Area,placement_Fast_Power,placement_Fast_WNS,placement_Slow_Power,placement_Slow_WNS,placement_Typical_Power,placement_Typical_WNS,route_Cell_Area,route_Fast_Power,route_Fast_WNS,route_Slow_Power,route_Slow_WNS,route_Typical_Power,route_Typical_WNS,xlen,decoders,lanes,decoder-at,dispatcher-at,relaxed-branch,relaxed-shift,relaxed-btb,with-mul,with-div,with-rvc,with-aligner-buffer,with-dispatcher-buffer,with-gshare,with-btb,with-ras,with-late-alu,btb-sets,btb-hash-width,regfile-async,allow-bypass-from,fetch-l1,lsu-l1,fetch-l1-sets,fetch-l1-ways,fetch-l1-mem-data-width-min,fetch-reduced-bank,lsu-l1-sets,lsu-l1-ways,lsu-l1-store-buffer-slots,lsu-l1-store-buffer-ops,lsu-l1-refill-count,lsu-l1-writeback-count,with-lsu-bypass,with-iterative-shift,div-radix,div-ipc
VexiiRiscv_11,800MHz,22847.3780,2.0451e+07,0.4273,8.9625e+06,-0.0675,1.2503e+07,0.2917,13629.3840,2.0246e+07,0.4391,8.7408e+06,0.0000,1.2209e+07,0.2979,12993.5370,5.6927e+08,0.3929,3.7080e+08,-0.2487,4.6073e+08,0.1822,13092.7310,5.6251e+08,0.4242,3.7150e+08,-0.0001,4.5973e+08,0.2898,13681.7100,2.0445e+07,0.4724,8.9606e+06,-0.0411,1.2499e+07,0.3323,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,3,2,0,0,2,0,5,1,0,0,1,0,0
VexiiRiscv_110,800MHz,104348.0580,4.6303e+07,0.3248,1.6323e+07,-0.0960,2.4704e+07,0.2083,60847.3410,4.6526e+07,0.3576,1.5567e+07,-0.0001,2.3875e+07,0.2369,58922.6060,5.8808e+08,0.3487,3.7433e+08,-0.3658,4.6750e+08,0.1209,59662.1330,5.8990e+08,0.3768,3.7701e+08,-0.0008,4.7032e+08,0.2398,61296.4690,4.6285e+07,0.4385,1.6318e+07,-0.0292,2.4695e+07,0.3103,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,6,1,1,0,0,1,0,4,0,1,0,0,1,1
VexiiRiscv_110,100MHz,104119.4650,1.5855e+07,6.2703,1.9675e+06,1.7597,4.2033e+06,5.2264,59770.1780,1.5668e+07,6.5178,1.8860e+06,2.2877,4.0629e+06,5.4847,58806.5310,9.1202e+07,8.6201,4.6799e+07,7.2069,6.0775e+07,8.2169,59226.4390,8.3164e+07,6.4540,4.8304e+07,2.9913,5.9788e+07,5.4649,59836.6900,1.5847e+07,6.6840,1.9663e+06,2.3462,4.2002e+06,5.6768,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,6,1,1,0,0,1,0,4,0,1,0,0,1,1
VexiiRiscv_110,400MHz,104119.4650,2.8765e+07,0.8342,7.8903e+06,-0.0859,1.2778e+07,0.5780,59822.4760,2.8910e+07,0.9513,7.5164e+06,0.0005,1.2367e+07,0.6734,58806.5990,3.0375e+08,1.1201,1.8717e+08,-0.2931,2.3502e+08,0.7169,59315.0170,3.0004e+08,0.8418,1.8912e+08,0.0001,2.3561e+08,0.5789,60105.8570,2.8752e+07,1.0472,7.8877e+06,-0.0107,1.2773e+07,0.7778,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,6,1,1,0,0,1,0,4,0,1,0,0,1,1
VexiiRiscv_111,100MHz,51545.1180,1.4762e+07,7.4330,1.6971e+06,4.5218,4.2532e+06,6.7855,29638.5270,1.4294e+07,7.8922,1.5419e+06,5.3669,3.9518e+06,7.3123,29202.2720,8.5808e+07,-172.8635,4.6444e+07,-323.5601,6.0085e+07,-203.9416,29426.1450,8.1335e+07,7.9482,4.8313e+07,6.0623,5.9339e+07,7.4049,29646.2020,1.4758e+07,7.9807,1.6964e+06,5.3346,4.2515e+06,7.3863,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,3,1,1,1,0,0,1,0,2,1,4,0,2,2,1,1,0,0,0,1
VexiiRiscv_111,800MHz,51757.8430,4.2215e+07,0.3723,1.3786e+07,-0.0554,2.3079e+07,0.2456,30077.5190,3.8748e+07,0.3956,1.2547e+07,-0.0004,2.0820e+07,0.2626,29318.0870,5.8815e+08,-181.6135,3.7152e+08,-332.3058,4.6674e+08,-212.6895,29664.0950,5.8018e+08,0.4029,3.7231e+08,-0.0009,4.6520e+08,0.2751,30138.2720,4.2205e+07,0.4249,1.3783e+07,-0.0260,2.3073e+07,0.2949,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,3,1,1,1,0,0,1,0,2,1,4,0,2,2,1,1,0,0,0,1
VexiiRiscv_111,400MHz,51545.1180,2.5848e+07,1.1982,6.7793e+06,-0.0691,1.1996e+07,0.8825,29549.2650,2.4209e+07,1.2100,6.1651e+06,0.0001,1.0900e+07,0.9050,29203.5170,3.0110e+08,-180.8178,1.8576e+08,-333.7778,2.3437e+08,-212.4662,29432.7120,2.9473e+08,1.0453,1.8715e+08,-0.0001,2.3320e+08,0.7491,29565.0930,2.5842e+07,1.3234,6.7776e+06,-0.0177,1.1993e+07,0.9998,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,3,1,1,1,0,0,1,0,2,1,4,0,2,2,1,1,0,0,0,1
VexiiRiscv_112,400MHz,107542.9950,7.0857e+07,1.0627,1.5578e+07,-0.0772,3.2089e+07,0.7977,61668.8930,6.5272e+07,1.1664,1.3921e+07,-0.0001,2.8610e+07,0.8713,60714.2070,2.2971e+10,-773.1170,6.0875e+08,-1437.8444,5.8816e+09,-911.5250,61231.2560,3.2826e+08,1.0336,1.9279e+08,0.0001,2.4496e+08,0.7095,61791.6850,7.0840e+07,1.2448,1.5574e+07,-0.0261,3.2080e+07,0.9076,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,6,1,1,6,1,1,1,0,0,0
VexiiRiscv_112,800MHz,107737.8800,1.1233e+08,0.3398,3.1700e+07,-0.0517,5.9076e+07,0.2207,62243.5210,1.0231e+08,0.4034,2.8386e+07,-0.0000,5.2608e+07,0.2753,60786.2730,4.5908e+10,-774.3724,1.2175e+09,-1439.1909,1.1758e+10,-912.7612,61468.7270,6.3234e+08,0.3681,3.8168e+08,-0.0011,4.8669e+08,0.2382,62413.1530,1.1230e+08,0.4542,3.1694e+07,-0.0262,5.9063e+07,0.3161,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,6,1,1,6,1,1,1,0,0,0
VexiiRiscv_112,100MHz,107542.9950,3.8364e+07,6.9665,3.9517e+06,3.2462,1.1255e+07,6.0653,61585.4310,3.6715e+07,6.9313,3.5269e+06,3.4090,1.0282e+07,6.0311,60711.0060,5.7682e+09,-765.6214,1.5220e+08,-1430.3217,1.4740e+09,-904.0134,61221.8720,1.0122e+08,6.8663,5.1169e+07,3.6946,6.3868e+07,5.9742,61650.4800,3.8355e+07,7.0828,3.9502e+06,3.4043,1.1251e+07,6.1837,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,6,1,1,6,1,1,1,0,0,0
VexiiRiscv_113,100MHz,13925.5290,2.7322e+06,6.3664,7.6666e+05,1.6611,1.1560e+06,5.2218,8128.4510,2.7218e+06,6.4188,7.5782e+05,1.9819,1.1453e+06,5.2855,7986.8630,7.1545e+07,7.8612,4.6137e+07,5.5615,5.7269e+07,7.2139,7986.0150,7.0336e+07,6.3943,4.6902e+07,2.4791,5.7099e+07,5.3122,8152.0220,2.7313e+06,6.5676,7.6650e+05,1.9985,1.1557e+06,5.4688,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,2,1,1,0,0,1,0,1,2,1,0,0,0,4,1,0,1,1,0,0
VexiiRiscv_113,800MHz,14063.2310,1.2868e+07,0.4374,6.0933e+06,-0.0746,8.2078e+06,0.2953,8256.9880,1.2785e+07,0.4698,6.0240e+06,0.0000,8.1152e+06,0.3180,8075.4680,5.5584e+08,0.3736,3.6909e+08,-0.3251,4.5604e+08,0.1568,8115.1540,5.5501e+08,0.4525,3.6933e+08,-0.0018,4.5606e+08,0.3107,8292.1180,1.2866e+07,0.4913,6.0925e+06,-0.0239,8.2063e+06,0.3336,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,2,1,1,0,0,1,0,1,2,1,0,0,0,4,1,0,1,1,0,0
VexiiRiscv_113,400MHz,13965.9120,7.0985e+06,1.0386,3.0626e+06,-0.0784,4.2160e+06,0.7455,8092.3770,7.0870e+06,1.0975,3.0280e+06,0.0001,4.1787e+06,0.7748,8031.4050,2.7906e+08,1.1401,1.8455e+08,0.0660,2.2816e+08,0.7947,8036.1790,2.7794e+08,0.9511,1.8507e+08,0.0004,2.2805e+08,0.6425,8093.3620,7.0968e+06,1.1333,3.0621e+06,-0.0258,4.2151e+06,0.8161,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,2,1,1,0,0,1,0,1,2,1,0,0,0,4,1,0,1,1,0,0
VexiiRiscv_114,400MHz,31057.1850,1.2379e+07,0.9745,4.1987e+06,-0.1118,6.2964e+06,0.6787,18047.9700,1.2221e+07,0.9908,4.1156e+06,0.0005,6.1643e+06,0.6927,17678.5820,2.8429e+08,1.0273,1.8539e+08,-0.0767,2.2992e+08,0.6579,17791.2370,2.8295e+08,0.8802,1.8614e+08,0.0001,2.2994e+08,0.5946,18110.3370,1.2373e+07,1.0675,4.1973e+06,-0.0494,6.2937e+06,0.7596,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,2,3,1,0,6,1,0,4,1,0,0,0,1,0
VexiiRiscv_114,100MHz,30996.9370,5.5348e+06,6.1498,1.0281e+06,1.3879,1.8123e+06,5.0276,17790.3470,5.5383e+06,6.2169,1.0077e+06,1.6813,1.7900e+06,5.0988,17623.3140,7.5178e+07,7.8976,4.6348e+07,5.6025,5.8005e+07,7.2448,17675.2570,7.2985e+07,6.0710,4.7232e+07,2.1391,5.7712e+07,4.9766,17796.9820,5.5324e+06,6.3454,1.0276e+06,1.6434,1.8112e+06,5.2327,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,2,3,1,0,6,1,0,4,1,0,0,0,1,0
VexiiRiscv_114,800MHz,31513.5220,2.0632e+07,0.4306,8.7929e+06,-0.0484,1.2307e+07,0.2883,18418.7390,2.0440e+07,0.4238,8.6246e+06,0.0000,1.2088e+07,0.2847,17901.1970,5.6324e+08,0.3779,3.7077e+08,-0.3658,4.5916e+08,0.1581,18059.8570,5.6261e+08,0.4343,3.7131e+08,-0.0012,4.5949e+08,0.2900,18459.7240,2.0623e+07,0.4447,8.7904e+06,-0.0303,1.2303e+07,0.3011,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,2,3,1,0,6,1,0,4,1,0,0,0,1,0
VexiiRiscv_115,100MHz,14036.2000,3.2138e+06,7.9987,8.6467e+05,5.3926,1.3383e+06,7.3745,8159.4230,3.1999e+06,7.9360,8.5028e+05,5.5541,1.3198e+06,7.2988,8048.3140,7.1949e+07,8.3804,4.6210e+07,6.4622,5.7413e+07,7.8575,8019.2850,7.0757e+07,7.7750,4.7005e+07,5.6657,5.7248e+07,7.1247,8189.3410,3.2128e+06,8.0446,8.6447e+05,5.4738,1.3379e+06,7.4181,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,4,1,1,0,1,1,0
VexiiRiscv_115,800MHz,14651.2800,1.4614e+07,0.4805,6.9489e+06,-0.0453,9.4226e+06,0.3350,8537.7840,1.4454e+07,0.4948,6.8363e+06,0.0002,9.2636e+06,0.3475,8409.9850,5.5741e+08,0.4334,3.6967e+08,-0.2584,4.5694e+08,0.2221,8441.6960,5.5676e+08,0.4553,3.6991e+08,0.0000,4.5697e+08,0.3092,8567.3740,1.4611e+07,0.5188,6.9479e+06,-0.0240,9.4207e+06,0.3726,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,4,1,1,0,1,1,0
VexiiRiscv_115,400MHz,14147.3090,8.2406e+06,1.2474,3.4592e+06,-0.1016,4.8420e+06,0.9007,8152.0350,8.2086e+06,1.1985,3.4046e+06,0.0003,4.7726e+06,0.8385,8109.7370,2.8002e+08,1.2447,1.8484e+08,0.0215,2.2864e+08,0.8948,8090.5710,2.7891e+08,1.0629,1.8538e+08,-0.0003,2.2853e+08,0.7287,8164.9900,8.2385e+06,1.2712,3.4586e+06,-0.0498,4.8409e+06,0.9231,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,4,1,1,0,1,1,0
VexiiRiscv_116,100MHz,41639.8680,1.8628e+07,6.8964,2.0736e+06,3.5234,5.7752e+06,6.0304,24242.7250,1.7678e+07,6.9318,1.8528e+06,3.7053,5.2568e+06,6.0762,23674.8680,8.6237e+07,-172.8633,4.6403e+07,-323.7129,6.0250e+07,-203.9381,23760.4910,8.2641e+07,7.1201,4.8584e+07,3.8497,5.9644e+07,6.3056,24257.8690,1.8624e+07,7.0423,2.0729e+06,3.7209,5.7735e+06,6.1856,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,3,0,1,0,1,1,1,2,0,0,3,2,2,4,0,1,1,0,1,0
VexiiRiscv_116,800MHz,42191.4180,6.1390e+07,0.3557,1.6836e+07,-0.0878,3.2364e+07,0.2430,24727.6810,5.5024e+07,0.4115,1.5084e+07,-0.0000,2.8658e+07,0.2908,23977.1140,5.8938e+08,-180.8647,3.7117e+08,-330.8203,4.6732e+08,-211.1516,24204.9130,5.8290e+08,0.4172,3.7200e+08,-0.0019,4.6594e+08,0.2793,24794.8770,6.1374e+07,0.4484,1.6832e+07,-0.0235,3.2355e+07,0.3168,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,3,0,1,0,1,1,1,2,0,0,3,2,2,4,0,1,1,0,1,0
VexiiRiscv_116,400MHz,41784.4660,3.7251e+07,1.1657,8.5361e+06,-0.1024,1.7425e+07,0.8753,24102.7370,3.4019e+07,1.2270,7.6501e+06,-0.0000,1.5522e+07,0.8829,23732.3650,3.0186e+08,-180.4122,1.8559e+08,-331.3823,2.3470e+08,-211.5131,23824.1310,2.9669e+08,1.0442,1.8718e+08,-0.0002,2.3371e+08,0.7555,24118.7980,3.7244e+07,1.2868,8.5340e+06,-0.0522,1.7420e+07,0.9415,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,3,0,1,0,1,1,1,2,0,0,3,2,2,4,0,1,1,0,1,0
VexiiRiscv_117,100MHz,3908.9240,9.3049e+05,7.0912,3.1918e+05,3.3323,4.5429e+05,6.1760,2325.1080,9.3038e+05,7.0984,3.1645e+05,3.6299,4.5185e+05,6.2046,2306.7490,6.9036e+07,8.1096,4.5791e+07,5.9557,5.6576e+07,7.5122,2299.4850,6.8751e+07,7.1845,4.6560e+07,3.5897,5.6542e+07,6.3139,2331.0860,9.3008e+05,7.2185,3.1905e+05,3.5214,4.5407e+05,6.3075,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3,1,1,1,1,1,2,3,2,1,1,2,1,1,0,1,1,1,0,1
VexiiRiscv_117,400MHz,3953.3280,2.6158e+06,1.1402,1.2890e+06,-0.0709,1.7070e+06,0.8014,2331.4410,2.5965e+06,1.0924,1.2771e+06,0.0054,1.6904e+06,0.7542,2322.5630,2.7432e+08,1.3083,1.8316e+08,0.4040,2.2608e+08,1.0198,2318.2400,2.7407e+08,0.9721,1.8368e+08,0.0004,2.2607e+08,0.6695,2333.8490,2.6147e+06,1.1949,1.2885e+06,-0.0262,1.7063e+06,0.8540,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3,1,1,1,1,1,2,3,2,1,1,2,1,1,0,1,1,1,0,1
VexiiRiscv_117,800MHz,3967.6650,4.9015e+06,0.5206,2.6101e+06,-0.0423,3.3928e+06,0.3724,2361.4280,4.8572e+06,0.5145,2.5837e+06,0.0002,3.3558e+06,0.3608,2338.3910,5.4799e+08,0.5339,3.6633e+08,-0.0417,4.5208e+08,0.3541,2335.6410,5.4785e+08,0.4782,3.6651e+08,0.0002,4.5214e+08,0.3430,2363.0970,4.8998e+06,0.5510,2.6092e+06,-0.0124,3.3917e+06,0.4002,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3,1,1,1,1,1,2,3,2,1,1,2,1,1,0,1,1,1,0,1
VexiiRiscv_118,800MHz,14951.2830,1.3981e+07,0.4897,5.7317e+06,-0.0469,8.4689e+06,0.3534,8674.1460,1.3270e+07,0.5149,5.4722e+06,0.0001,8.0087e+06,0.3554,8562.3940,5.5709e+08,0.6115,3.6814e+08,0.0033,4.5587e+08,0.4346,8584.6650,5.5611e+08,0.4799,3.6850e+08,0.0003,4.5585e+08,0.3395,8683.6680,1.3978e+07,0.5465,5.7306e+06,-0.0177,8.4670e+06,0.3848,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,2,1,0,3,2,2,0,0,0,0,1,0
VexiiRiscv_118,100MHz,14878.7510,3.9608e+06,8.5971,7.0890e+05,6.9494,1.3338e+06,8.2280,8726.8000,3.8794e+06,8.6570,6.7649e+05,7.1614,1.2784e+06,8.2873,8539.3300,7.2771e+07,9.0761,4.6019e+07,8.0642,5.7416e+07,8.7981,8562.7640,7.1607e+07,8.5841,4.7006e+07,7.5803,5.7251e+07,8.2214,8746.4720,3.9597e+06,8.7168,7.0868e+05,7.0873,1.3333e+06,8.3483,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,2,1,0,3,2,2,0,0,0,0,1,0
VexiiRiscv_118,400MHz,,,,,,,,8652.4090,8.1073e+06,1.3333,2.6883e+06,0.0040,4.1847e+06,1.0208,8539.3300,2.8035e+08,1.5761,1.8407e+08,0.5642,2.2818e+08,1.2981,8558.6730,2.7921e+08,1.1134,1.8479e+08,0.0077,2.2807e+08,0.8337,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,2,1,0,3,2,2,0,0,0,0,1,0
VexiiRiscv_119,800MHz,85393.9800,1.1109e+08,0.3678,3.0808e+07,-0.1090,5.8608e+07,0.2457,49841.3420,9.9976e+07,0.3764,2.7518e+07,-0.0307,5.1862e+07,0.2492,48182.8060,2.3260e+10,-774.3118,7.9664e+08,-1439.0447,6.1190e+09,-912.6520,48699.8280,6.2380e+08,0.3782,3.7962e+08,-0.0001,4.8302e+08,0.2639,49965.9120,1.1106e+08,0.4243,3.0800e+07,-0.0311,5.8592e+07,0.2877,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,2,1,6,0,0,0,1,1,0
VexiiRiscv_119,400MHz,85153.9500,7.0821e+07,0.9499,1.5013e+07,-0.0733,3.2339e+07,0.6613,48862.8390,6.4549e+07,0.9828,1.3353e+07,-0.0001,2.8631e+07,0.6896,48052.7780,1.1645e+10,-773.0076,3.9832e+08,-1437.8363,3.0617e+09,-911.3409,48414.3540,3.2313e+08,0.8747,1.9171e+08,-0.0023,2.4305e+08,0.5895,48899.3240,7.0803e+07,1.0493,1.5009e+07,-0.0119,3.2329e+07,0.7581,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,2,1,6,0,0,0,1,1,0
VexiiRiscv_119,100MHz,85120.6810,3.5583e+07,6.0592,3.7514e+06,1.1598,1.0686e+07,4.9101,48820.3360,3.3928e+07,6.3003,3.3306e+06,1.7156,9.7241e+06,5.1938,48038.6610,2.9327e+09,-765.5634,9.9588e+07,-1429.8041,7.6850e+08,-903.8715,48371.8240,9.8042e+07,6.5684,5.0855e+07,3.0810,6.3201e+07,5.5978,48854.4400,3.5576e+07,6.5278,3.7500e+06,1.8148,1.0682e+07,5.4075,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,2,1,6,0,0,0,1,1,0
VexiiRiscv_12,100MHz,136232.9640,3.6866e+07,5.4364,3.9754e+06,-0.1000,1.0552e+07,4.1257,78072.4570,3.5612e+07,5.4591,3.6388e+06,0.5168,9.7994e+06,4.1603,76809.6700,2.7233e+09,-765.5269,1.7229e+08,-1432.0249,7.8365e+08,-904.0072,77398.1840,9.9169e+07,5.6715,5.0813e+07,1.4837,6.3545e+07,4.4592,78220.8580,3.6855e+07,5.6747,3.9736e+06,0.3294,1.0548e+07,4.3776,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,6,0,3,0,6,0,2,3,1,0,1,1,1,1
VexiiRiscv_12,400MHz,136620.7920,6.2164e+07,0.8501,1.5912e+07,-0.0852,2.7971e+07,0.5593,78362.6920,5.9193e+07,0.8399,1.4636e+07,0.0006,2.5816e+07,0.5612,77042.6270,1.0795e+10,-773.0393,6.8913e+08,-1440.3306,3.1211e+09,-911.5220,77597.4470,3.2645e+08,0.8259,1.9366e+08,-0.0002,2.4507e+08,0.5506,78538.1930,6.2144e+07,0.9465,1.5907e+07,-0.0416,2.7962e+07,0.6596,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,6,0,3,0,6,0,2,3,1,0,1,1,1,1
VexiiRiscv_12,800MHz,136966.9780,1.0553e+08,0.2928,3.2152e+07,-0.1053,5.5594e+07,0.1783,79406.4900,9.8506e+07,0.3346,2.9557e+07,-0.0000,5.0813e+07,0.2206,77252.1500,2.1558e+10,-774.2858,1.3782e+09,-1440.7662,6.2378e+09,-912.7538,78121.8020,6.3051e+08,0.3876,3.8419e+08,-0.0013,4.8735e+08,0.2587,79626.5470,1.0550e+08,0.3788,3.2145e+07,-0.0247,5.5579e+07,0.2661,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,6,0,3,0,6,0,2,3,1,0,1,1,1,1
VexiiRiscv_120,800MHz,10870.8670,1.0079e+07,0.4903,5.1725e+06,-0.0459,6.7841e+06,0.3441,6419.5590,1.0009e+07,0.4929,5.1195e+06,0.0000,6.7131e+06,0.3387,6287.9850,5.5358e+08,0.3009,3.6831e+08,-0.4301,4.5489e+08,0.0762,6332.8830,5.5286e+08,0.4469,3.6849e+08,0.0000,4.5486e+08,0.3072,6445.0860,1.0077e+07,0.5208,5.1718e+06,-0.0217,6.7829e+06,0.3660,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,2,1,0,1,3,2,6,1,0,0,1,0,0
VexiiRiscv_120,100MHz,10437.3750,2.1930e+06,6.9808,6.3583e+05,3.0503,9.5769e+05,6.0143,6127.7100,2.1861e+06,7.0354,6.2926e+05,3.3268,9.5002e+05,6.0888,6025.5070,7.0737e+07,8.0504,4.6042e+07,5.8532,5.7058e+07,7.4413,5993.7280,6.9757e+07,7.0420,4.6795e+07,3.4975,5.6922e+07,6.1201,6163.7290,2.1924e+06,7.1488,6.3570e+05,3.3147,9.5739e+05,6.1993,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,2,1,0,1,3,2,6,1,0,0,1,0,0
VexiiRiscv_120,400MHz,10460.6860,5.9236e+06,1.1475,2.5560e+06,-0.0784,3.5172e+06,0.8205,6092.0190,5.9533e+06,1.1336,2.5340e+06,0.0001,3.5022e+06,0.7985,6053.7420,2.7755e+08,1.2415,1.8416e+08,-0.0534,2.2753e+08,0.8847,6041.1430,2.7670e+08,0.9680,1.8466e+08,0.0009,2.2744e+08,0.6398,6099.6250,5.9221e+06,1.1931,2.5556e+06,-0.0401,3.5164e+06,0.8604,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,2,1,0,1,3,2,6,1,0,0,1,0,0
VexiiRiscv_121,800MHz,93502.9370,5.7584e+07,0.3934,1.7350e+07,-0.0608,3.0071e+07,0.2612,54239.0800,5.3998e+07,0.4265,1.5803e+07,-0.0000,2.7376e+07,0.2870,52876.2780,5.9811e+08,-180.7423,3.7326e+08,-330.4493,4.7040e+08,-210.9829,53451.8640,5.9434e+08,0.4064,3.7517e+08,-0.0035,4.7078e+08,0.2681,54458.7940,5.7568e+07,0.4472,1.7346e+07,-0.0276,3.0064e+07,0.3136,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0,0,0,4,2,1,0,3,1,2,0,1,1,0,0,0,1
VexiiRiscv_121,400MHz,93433.2230,3.7226e+07,0.9572,8.5974e+06,-0.0928,1.6336e+07,0.6909,53649.8680,3.5272e+07,1.0287,7.8228e+06,0.0004,1.4910e+07,0.7554,52777.1930,3.0960e+08,-180.3572,1.8663e+08,-331.0505,2.3664e+08,-211.4320,53237.9220,3.0437e+08,0.9072,1.8872e+08,-0.0008,2.3630e+08,0.6318,53875.5880,3.7215e+07,1.1346,8.5951e+06,-0.0253,1.6331e+07,0.8307,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0,0,0,4,2,1,0,3,1,2,0,1,1,0,0,0,1
VexiiRiscv_121,100MHz,93433.2230,2.0824e+07,6.3461,2.1511e+06,1.8025,5.5913e+06,5.2825,53495.8310,2.0226e+07,6.6475,1.9638e+06,2.5203,5.2118e+06,5.6258,52776.2080,9.3498e+07,-172.8572,4.6665e+07,-323.5505,6.1365e+07,-203.9320,53194.0230,8.7028e+07,6.5330,4.8877e+07,3.2085,6.0462e+07,5.5839,53544.5320,2.0817e+07,6.7953,2.1500e+06,2.5049,5.5884e+06,5.7762,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0,0,0,4,2,1,0,3,1,2,0,1,1,0,0,0,1
VexiiRiscv_122,800MHz,15469.2620,1.5777e+07,0.4266,6.5785e+06,-0.0712,9.5034e+06,0.2885,9128.1720,1.5291e+07,0.4476,6.3410e+06,0.0003,9.1225e+06,0.3067,8867.1440,5.5778e+08,0.3159,3.6885e+08,-0.4086,4.5656e+08,0.0828,8923.4230,5.5791e+08,0.4333,3.6924e+08,-0.0037,4.5681e+08,0.2944,9189.1980,1.5774e+07,0.4666,6.5774e+06,-0.0318,9.5016e+06,0.3282,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,4,0,0,0,3,0,0,2,1,0,1,1,1,1
